0.10228901, 0.102446  , 0.140144
0.07173001, 0.16397701, 0.213486
0.049544, 0.094048, 0.176015
0.067854  , 0.06775001, 0.10203701
0.09715001, 0.06662001, 0.19140801
0.08551001, 0.085614  , 0.033511
0.13784802, 0.128791  , 0.038828
0.08935501, 0.10110901, 0.03012
0.10212301, 0.060322  , 0.08363701
0.10888801, 0.178412  , 0.03667
0.148997, 0.144769, 0.24264
0.102406, 0.067712, 0.25064
0.16144401, 0.16111301, 0.05497
0.11696601, 0.093075  , 0.081384
0.18424101, 0.18743402, 0.057317
0.103951  , 0.103548  , 0.20589001
0.09608001, 0.20154402, 0.015716
0.021039, 0.120845, 0.018877
0.11995601, 0.17127801, 0.03915
0.20979401, 0.16436   , 0.036333
0.05263 , 0.077842, 0.051131
